index,delta_e_dft,strain,r,r_s,r_p,r_d,X_p,d_electrons,s_electrons,molar_volume
Pd_surface_minus_1_Au,0.11596833,0.99,0.05,0.068793037,0.042334177,0.046567595,0.34,0,10,1.65
Pd_surface_zero_Fe,0.12912148,1,-0.13,-0.068793037,-0.111127214,-0.095251898,-0.37,-4,10,-1.47
Pd_surface_zero_Co,0.0234989,1,-0.17,-0.084668354,-0.142877847,-0.10054367,-0.32,-3,10,-1.89
Pd_surface_zero_Ni,0.10270141,1,-0.2,-0.063501265,-0.079376582,-0.108481328,-0.29,-2,10,-1.97
Pd_surface_zero_Cu,0.22182071,1,-0.24,-0.105835442,-0.111127214,-0.1137731,-0.3,0,10,-1.45
Pd_surface_zero_Ru,-0.13865744,1,0.09,0.034396519,0.047625949,0.026458861,0,-3,10,-0.39
Pd_surface_zero_Rh,-0.0480502,1,0.04,0.015875316,0.021167088,0.010583544,0.08,-2,10,-0.28
Pd_surface_zero_Pd,0,1,0,0,0,0,0,0,0,0
Pd_surface_zero_Ag,0.26092362,1,-0.04,-0.018521202,-0.021167088,-0.007937658,-0.27,0,10,1.71
Pd_surface_zero_Os,-0.27365025,1,0.16,0.047625949,0.058209493,0.075672341,0,-4,10,-0.14
Pd_surface_zero_Ir,-0.16089356,1,0.11,0.042334177,0.051859367,0.066676329,0,-3,10,-0.04
Pd_surface_zero_Pt,-0.05588525,1,0.08,0.084668354,0.047625949,0.058209493,0.08,-1,10,0.53
Pd_surface_zero_Au,0.09622431,1,0.05,0.068793037,0.042334177,0.046567595,0.34,0,10,1.65
Pd_surface_plus_1_Fe,0.10311192,1.01,-0.13,-0.068793037,-0.111127214,-0.095251898,-0.37,-4,10,-1.47
Pd_surface_plus_1_Co,-0.01974211,1.01,-0.17,-0.084668354,-0.142877847,-0.10054367,-0.32,-3,10,-1.89
Pd_surface_plus_1_Ni,0.08645734,1.01,-0.2,-0.063501265,-0.079376582,-0.108481328,-0.29,-2,10,-1.97
Pd_surface_plus_1_Cu,0.19409734,1.01,-0.24,-0.105835442,-0.111127214,-0.1137731,-0.3,0,10,-1.45
Pd_surface_plus_1_Ru,-0.16050013,1.01,0.09,0.034396519,0.047625949,0.026458861,0,-3,10,-0.39
Pd_surface_plus_1_Rh,-0.06948533,1.01,0.04,0.015875316,0.021167088,0.010583544,0.08,-2,10,-0.28
Pd_surface_plus_1_Pd,-0.02565891,1.01,0,0,0,0,0,0,0,0
Pd_surface_plus_1_Ag,0.23721034,1.01,-0.04,-0.018521202,-0.021167088,-0.007937658,-0.27,0,10,1.71
Pd_surface_plus_1_Os,-0.29574099,1.01,0.16,0.047625949,0.058209493,0.075672341,0,-4,10,-0.14
Pd_surface_plus_1_Ir,-0.1788704,1.01,0.11,0.042334177,0.051859367,0.066676329,0,-3,10,-0.04
Pd_surface_plus_1_Pt,-0.08360344,1.01,0.08,0.084668354,0.047625949,0.058209493,0.08,-1,10,0.53
Pd_surface_plus_1_Au,0.07309586,1.01,0.05,0.068793037,0.042334177,0.046567595,0.34,0,10,1.65
Pd_surface_plus_2_Fe,0.07448014,1.02,-0.13,-0.068793037,-0.111127214,-0.095251898,-0.37,-4,10,-1.47
Pd_surface_plus_2_Co,-0.09471692,1.02,-0.17,-0.084668354,-0.142877847,-0.10054367,-0.32,-3,10,-1.89
Pd_surface_plus_2_Ni,0.07597808,1.02,-0.2,-0.063501265,-0.079376582,-0.108481328,-0.29,-2,10,-1.97
Pd_surface_plus_2_Cu,0.16834036,1.02,-0.24,-0.105835442,-0.111127214,-0.1137731,-0.3,0,10,-1.45
Pd_surface_plus_2_Ru,-0.18545218,1.02,0.09,0.034396519,0.047625949,0.026458861,0,-3,10,-0.39
Pd_surface_plus_2_Rh,-0.08424198,1.02,0.04,0.015875316,0.021167088,0.010583544,0.08,-2,10,-0.28
Pd_surface_plus_2_Pd,-0.05086195,1.02,0,0,0,0,0,0,0,0
Pd_surface_plus_2_Ag,0.21132888,1.02,-0.04,-0.018521202,-0.021167088,-0.007937658,-0.27,0,10,1.71
Pd_surface_plus_2_Os,-0.33289381,1.02,0.16,0.047625949,0.058209493,0.075672341,0,-4,10,-0.14
Pd_surface_plus_2_Ir,-0.19450417,1.02,0.11,0.042334177,0.051859367,0.066676329,0,-3,10,-0.04
Pd_surface_plus_2_Pt,-0.10928771,1.02,0.08,0.084668354,0.047625949,0.058209493,0.08,-1,10,0.53
Pd_surface_plus_2_Au,0.04977145,1.02,0.05,0.068793037,0.042334177,0.046567595,0.34,0,10,1.65
