index,delta_e_dft,strain,r,r_s,r_p,r_d,X_p,d_electrons,s_electrons,molar_volume
Pd_surface_plus_2_Co,0.59466519,1.02,-0.17,-0.084668354,-0.142877847,-0.10054367,-0.32,-3,10,-1.89
Pd_surface_plus_2_Ni,0.48866647,1.02,-0.2,-0.063501265,-0.079376582,-0.108481328,-0.29,-2,10,-1.97
Pd_surface_plus_2_Cu,0.31124395,1.02,-0.24,-0.105835442,-0.111127214,-0.1137731,-0.3,0,10,-1.45
Pd_surface_plus_2_Ru,0.38683252,1.02,0.09,0.034396519,0.047625949,0.026458861,0,-3,10,-0.39
Pd_surface_plus_2_Rh,0.10914804,1.02,0.04,0.015875316,0.021167088,0.010583544,0.08,-2,10,-0.28
Pd_surface_plus_2_Pd,-0.13474714,1.02,0,0,0,0,0,0,0,0
Pd_surface_plus_2_Ag,0.18907443,1.02,-0.04,-0.018521202,-0.021167088,-0.007937658,-0.27,0,10,1.71
Pd_surface_plus_2_Os,0.34910325,1.02,0.16,0.047625949,0.058209493,0.075672341,0,-4,10,-0.14
Pd_surface_plus_2_Ir,0.12153724,1.02,0.11,0.042334177,0.051859367,0.066676329,0,-3,10,-0.04
Pd_surface_plus_2_Pt,-0.16068969,1.02,0.08,0.084668354,0.047625949,0.058209493,0.08,-1,10,0.53
Pd_surface_plus_2_Au,0.04269705,1.02,0.05,0.068793037,0.042334177,0.046567595,0.34,0,10,1.65
